set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
1239-1,Subzero,,5.0,5.0,3.8,5.0,Racing,Racers,Xalax,,2001.0,,,4.0,0.0
1351-1,Movie Backdrop Studio,60.0,53.0,40.0,4.0,2.0,Modern day,Studios,,,2001.0,,,211.0,3.0
1352-1,Explosion Studio,35.0,66.0,29.0,4.3,6.0,Modern day,Studios,,,2001.0,,,233.0,4.0
1353-1,Car Stunt Studio,20.0,27.0,14.0,3.0,1.0,Modern day,Studios,,,2001.0,,,166.0,2.0
1354-1,Dino Head Attack,10.0,12.0,9.0,4.0,6.0,Modern day,Studios,,,2001.0,,,94.0,2.0
1355-1,Temple of Gloom,7.0,14.0,5.0,4.3,9.0,Modern day,Studios,,,2001.0,,,58.0,2.0
1356-1,Stuntman Catapult,4.0,17.0,5.0,4.4,11.0,Modern day,Studios,,,2001.0,,,29.0,2.0
1357-1,Cameraman,2.0,11.0,4.0,4.2,11.0,Modern day,Studios,,,2001.0,,,21.0,1.0
1360-1,Director's Copter,3.0,5.0,5.0,4.0,1.0,Modern day,Studios,,,2001.0,,,22.0,1.0
1361-1,Camera Car,3.0,10.0,4.0,4.5,2.0,Modern day,Studios,,,2001.0,,,20.0,1.0
1362-1,Air Boat,3.0,7.0,5.0,2.0,2.0,Modern day,Studios,,,2001.0,,,24.0,1.0
1363-1,Stunt Go-Cart,3.0,5.0,2.0,2.0,1.0,Modern day,Studios,,,2001.0,,,25.0,1.0
1370-1,Raptor Rumble,20.0,65.0,30.0,3.8,8.0,Modern day,Studios,Jurassic Park III,,2001.0,,,157.0,3.0
1371-1,Spinosaurus Attack,35.0,190.0,51.0,4.8,4.0,Modern day,Studios,Jurassic Park III,,2001.0,,,155.0,2.0
1388-1,Huki,2.0,18.0,9.0,4.1,14.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1389-1,Onepu,2.0,15.0,12.0,4.2,15.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1390-1,Maku,2.0,20.0,11.0,4.2,13.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1391-1,Jala,2.0,22.0,14.0,4.5,12.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1392-1,Kongu,2.0,22.0,11.0,4.2,10.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1393-1,Matoro,2.0,19.0,10.0,4.0,10.0,Constraction,Bionicle,Matoran,,2001.0,,,8.0,0.0
1411-1,Pirates Treasure Hunt,,19.0,10.0,4.5,6.0,Modern day,Studios,,,2001.0,,,31.0,4.0
1413-1,Rover,,,9.0,4.0,1.0,Action/Adventure,Space,Life On Mars,,2001.0,,,29.0,1.0
1414-1,Double Hover,,,,,,Action/Adventure,Space,Life On Mars,,2001.0,,,21.0,1.0
1415-1,Jet Scooter,,9.0,,,,Action/Adventure,Space,Life On Mars,,2001.0,,,24.0,1.0
1416-1,Worker Robot,,13.0,,,,Action/Adventure,Space,Life On Mars,,2001.0,,,30.0,1.0
1417-1,Vakama,,22.0,,3.0,1.0,Constraction,Bionicle,Turaga,,2001.0,,,28.0,0.0
1418-1,Matau,,19.0,5.0,4.5,2.0,Constraction,Bionicle,Turaga,,2001.0,,,26.0,0.0
1419-1,Nokama,,14.0,5.0,3.0,1.0,Constraction,Bionicle,Turaga,,2001.0,,,27.0,0.0
1420-1,Nuju,,48.0,8.0,3.0,1.0,Constraction,Bionicle,Turaga,,2001.0,,,29.0,0.0
1421-1,Director's Copter,,5.0,,,,Modern day,Studios,,,2001.0,,,22.0,1.0
1422-1,Camera Cart,,5.0,,4.0,1.0,Modern day,Studios,,,2001.0,,,20.0,1.0
1423-1,Air Boat,,5.0,,,,Modern day,Studios,,,2001.0,489.08999999999986,,24.0,1.0
1424-1,Stunt Go-Kart,,5.0,,,,Modern day,Studios,,,2001.0,,,25.0,1.0
2718-1,Inflight Air 2000,,85.0,,,,Modern day,Town,Special,,2001.0,,,142.0,3.0
3121-1,Summer Day Out,8.0,33.0,17.0,,,Girls,Scala,,,2001.0,,,20.0,1.0
3122-1,1-2-3 ... Marie,15.0,26.0,37.0,,,Girls,Scala,,,2001.0,,,17.0,1.0
3123-1,Emma's Chill-Out Kitchen,20.0,60.0,,,,Girls,Scala,,,2001.0,,,58.0,1.0
3124-1,Indie's Stable,50.0,65.0,56.0,,,Girls,Scala,,,2001.0,,,95.0,0.0
3415-1,Japanese Soccer Team,,,,5.0,1.0,Modern day,Sports,Football,,2001.0,,,,0.0
3416-1,Women's Team,9.95,30.0,10.0,3.5,2.0,Modern day,Sports,Football,,2001.0,1908.48,,62.0,6.0
3418-1,Point Shooting,,20.0,15.0,3.0,3.0,Modern day,Sports,Football,,2001.0,,,24.0,1.0
3419-1,Precision Shooting,,24.0,10.0,4.0,2.0,Modern day,Sports,Football,,2001.0,,,24.0,1.0
3451-1,Sopwith Camel,50.0,170.0,87.0,4.3,12.0,Model making,Creator Expert,Aircraft,,2001.0,,,574.0,0.0
3724-1,LEGO Dragon,99.0,2307.0,319.0,5.0,1.0,Model making,Creator Expert,Sculptures,,2001.0,,,1530.0,0.0
3740-1,Small Locomotive,15.0,47.0,,5.0,1.0,Modern day,Trains,9V,,2001.0,,,67.0,0.0
3741-1,Large Locomotive,20.0,80.0,,,,Modern day,Trains,9V,,2001.0,,,92.0,0.0
3742-1,Tender,11.0,51.0,26.0,,,Modern day,Trains,9V,,2001.0,,,39.0,0.0
3743-1,Locomotive Blue Bricks,7.0,15.0,,,,Modern day,Trains,9V,,2001.0,,,106.0,0.0
3744-1,Locomotive Green Bricks,7.0,18.0,,,,Modern day,Trains,9V,,2001.0,,,106.0,0.0
3745-1,Locomotive Black Bricks,7.0,59.0,,,,Modern day,Trains,9V,,2001.0,,,106.0,0.0
3746-1,Locomotive Brown Bricks,7.0,12.0,,,,Modern day,Trains,9V,,2001.0,,,106.0,0.0
3747-1,Locomotive Dark Grey Bricks,7.0,19.0,,,,Modern day,Trains,9V,,2001.0,,,106.0,0.0
3748-1,Light Unit for Train,10.0,29.0,12.0,,,Modern day,Trains,9V,,2001.0,,,4.0,0.0
3800-1,Ultimate Builders Set,60.0,103.0,82.0,3.0,1.0,Technical,Mindstorms,1.5,,2001.0,,,321.0,0.0
3804-1,Robotics Invention System V2.0,200.0,225.0,95.0,4.5,6.0,Technical,Mindstorms,2.0,,2001.0,20388.672,2.75,717.0,0.0
3805-1,Robotics Invention System Upgrade Kit,20.0,,,,,Technical,Mindstorms,1.5,,2001.0,,,1.0,0.0
4016-1,Racer,2.0,6.0,1.0,4.7,3.0,Model making,Creator,,,2001.0,,,21.0,0.0
4017-1,Sea Helicopter,2.0,3.0,3.0,3.0,1.0,Model making,Creator,,,2001.0,,,13.0,0.0
4018-1,Ship,2.0,20.0,2.0,5.0,1.0,Model making,Creator,,,2001.0,,,12.0,0.0
4019-1,Aeroplane,2.0,28.0,2.0,4.0,1.0,Model making,Creator,,,2001.0,,,17.0,0.0
4049-1,Nesquik Rabbit Film Set,,162.0,80.0,3.5,2.0,Modern day,Studios,,,2001.0,,,28.0,3.0
4051-1,Nesquik Rabbit,,124.0,61.0,5.0,5.0,Modern day,Studios,,,2001.0,,,4.0,1.0
4052-1,Director,,15.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4053-1,Cameraman,,11.0,6.0,,,Modern day,Studios,,,2001.0,,,5.0,1.0
4056-1,Color Light,,11.0,,3.0,1.0,Modern day,Studios,,,2001.0,,,13.0,0.0
4057-1,Spot Light,,11.0,,3.0,1.0,Modern day,Studios,,,2001.0,,,10.0,0.0
4058-1,Cameraman 1,,5.0,2.0,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4059-1,Director,,7.0,,4.0,2.0,Modern day,Studios,,,2001.0,,,4.0,1.0
4060-1,Grip,,4.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4061-1,Assistant,,5.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4062-1,Actress,,9.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4063-1,Cameraman 2,,14.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4064-1,Actor 2,,9.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4065-1,Actor 3,,5.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4066-1,Actor 1,,11.0,,,,Modern day,Studios,,,2001.0,,,4.0,1.0
4067-1,Buggy,,3.0,,2.0,1.0,Modern day,Studios,,,2001.0,,,15.0,0.0
4068-1,Handy Camera,,9.0,,2.0,1.0,Modern day,Studios,,,2001.0,,,6.0,0.0
4069-1,Katinco & Megaphone,,8.0,3.0,,,Modern day,Studios,,,2001.0,,,4.0,0.0
4070-1,Stand Camera,,11.0,,,,Modern day,Studios,,,2001.0,,,7.0,0.0
4071-1,Bottles,,17.0,,5.0,1.0,Modern day,Studios,,,2001.0,,,8.0,0.0
4072-1,Skeleton,,10.0,,4.5,2.0,Modern day,Studios,,,2001.0,,,6.0,1.0
4073-1,Tree 1,,4.0,,,,Modern day,Studios,,,2001.0,,,6.0,0.0
4074-1,Tree 3,,6.0,,3.0,1.0,Modern day,Studios,,,2001.0,,,14.0,0.0
4075-1,Tree 2,,10.0,,,,Modern day,Studios,,,2001.0,,,13.0,0.0
4076-1,Pteranodon,,10.0,,3.0,2.0,Modern day,Studios,,,2001.0,,,17.0,0.0
4077-1,Plesiosaur,,13.0,,,,Modern day,Studios,,,2001.0,,,13.0,0.0
4078-1,T-Rex,,23.0,,4.0,1.0,Modern day,Studios,,,2001.0,,,18.0,0.0
4079-1,Mini Rex,,7.0,,,,Modern day,Studios,,,2001.0,,,4.0,0.0
4113-1,Brick Adventures Bucket,,33.0,7.0,,,Model making,Creator,,,2001.0,,,124.0,0.0
4115-1,All That Drives Bucket,8.0,16.0,,5.0,1.0,Model making,Creator,,,2001.0,,,165.0,1.0
4116-1,Animal Adventures Bucket,10.0,,9.0,,,Model making,Creator,,,2001.0,,,209.0,2.0
4117-1,Fantastic Flyers and Cool Cars,15.0,36.0,,5.0,1.0,Model making,Creator,,,2001.0,,,257.0,2.0
4118-1,"Buildings, Mansions and Shops",30.0,,32.0,,,Model making,Creator,,,2001.0,,,361.0,3.0
4119-1,Regular and Transparent Bricks,15.0,21.0,8.0,,,Model making,Creator,,,2001.0,,,234.0,0.0
4120-1,Fun and Cool Transportation,20.0,,14.0,4.0,2.0,Model making,Creator,,,2001.0,,,606.0,2.0
4121-1,All Kinds of Animals,20.0,,,,,Model making,Creator,,,2001.0,,,171.0,2.0
4124-1,Advent Calendar,15.0,40.0,32.0,4.0,1.0,Model making,Creator,Seasonal,,2001.0,,,231.0,0.0
4171-1,Spot and Friends,3.0,14.0,3.0,4.0,1.0,Model making,Creator,,,2001.0,,,53.0,0.0
4172-1,Tina's House,4.0,9.0,3.0,3.0,1.0,Model making,Creator,,,2001.0,,,43.0,1.0
4173-1,Max's Pitstop,7.0,9.0,4.0,4.0,1.0,Model making,Creator,,,2001.0,,,58.0,1.0
4174-1,Max Goes Flying,15.0,36.0,,,,Model making,Creator,,,2001.0,,,172.0,1.0
4175-1,Adventures with Max and Tina,20.0,37.0,,5.0,1.0,Model making,Creator,,,2001.0,,,217.0,2.0
4176-1,The Race of the Year,25.0,44.0,,,,Model making,Creator,,,2001.0,,,323.0,3.0
4177-1,Building Stories with Nana Bird,30.0,32.0,,,,Model making,Creator,,,2001.0,,,373.0,3.0
4250-1,Creator Bulk (Exclusive),,,,,,Model making,Creator,,,2001.0,,,,0.0
4566-1,Gear,3.0,11.0,3.0,4.0,5.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4567-1,Surfer,3.0,8.0,2.0,4.3,6.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4568-1,Loopin,3.0,9.0,3.0,3.2,5.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4569-1,Warrior,3.0,11.0,5.0,3.8,6.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4570-1,Shredd,3.0,4.0,2.0,3.5,2.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4571-1,Spiky,3.0,4.0,4.0,3.8,4.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4572-1,Scratch,3.0,7.0,2.0,3.5,2.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4573-1,Lightor,3.0,15.0,3.0,3.9,7.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4574-1,Rip,3.0,16.0,2.0,4.0,3.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4575-1,Pulse,3.0,16.0,5.0,3.3,3.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4576-1,Duster,3.0,7.0,1.0,3.5,4.0,Racing,Racers,Xalax,,2001.0,,,7.0,0.0
4577-1,Snake,3.0,7.0,5.0,4.3,4.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4578-1,Ghost,3.0,17.0,4.0,5.0,1.0,Racing,Racers,Xalax,,2001.0,,,8.0,0.0
4579-1,Freeze & Chill,20.0,32.0,,4.0,3.0,Racing,Racers,Xalax,,2001.0,,,114.0,0.0
4600-1,Police Cruiser,4.0,5.0,4.0,3.5,4.0,Junior,Jack Stone,,,2001.0,,,22.0,1.0
4601-1,Fire Cruiser,4.0,5.0,4.0,2.0,4.0,Junior,Jack Stone,,,2001.0,,,21.0,1.0
4603-1,Res-Q Wrecker,7.0,7.0,2.0,3.0,3.0,Junior,Jack Stone,,,2001.0,,,29.0,1.0
4604-1,Police Copter,7.0,,4.0,2.4,5.0,Junior,Jack Stone,,,2001.0,,,14.0,2.0
4605-1,Fire Response SUV,10.0,4.0,3.0,2.5,2.0,Junior,Jack Stone,,,2001.0,,,28.0,2.0
4606-1,Aqua Res-Q Transport,13.0,18.0,5.0,5.0,1.0,Junior,Jack Stone,,,2001.0,,,38.0,2.0
4607-1,Copter Transport,20.0,25.0,8.0,4.0,2.0,Junior,Jack Stone,,,2001.0,,,64.0,2.0
4608-1,Bank Breakout,20.0,16.0,6.0,3.0,4.0,Junior,Jack Stone,,,2001.0,,,65.0,3.0
4609-1,Fire Attack Team,35.0,16.0,7.0,1.0,1.0,Junior,Jack Stone,,,2001.0,,,90.0,3.0
4610-1,Aqua Res-Q Super Station,50.0,33.0,17.0,,,Junior,Jack Stone,,,2001.0,,,88.0,4.0
4611-1,Police HQ,70.0,31.0,11.0,3.5,2.0,Junior,Jack Stone,,,2001.0,,,132.0,5.0
4701-1,Sorting Hat,7.0,28.0,14.0,3.7,18.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,48.0,1.0
4702-1,The Final Challenge,10.0,18.0,18.0,3.9,12.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,60.0,2.0
4704-1,The Room of the Winged Keys,20.0,78.0,30.0,4.3,7.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,175.0,3.0
4705-1,Snape's Class,20.0,89.0,32.0,4.4,11.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,163.0,3.0
4706-1,Forbidden Corridor,30.0,116.0,46.0,4.0,10.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,238.0,3.0
4707-1,Hagrid's Hut,30.0,155.0,50.0,4.3,6.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,299.0,2.0
4708-1,Hogwarts Express,50.0,200.0,95.0,4.4,10.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,410.0,3.0
4709-1,Hogwarts Castle,90.0,299.0,120.0,4.5,15.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,682.0,9.0
4721-1,Hogwarts Classrooms,10.0,111.0,25.0,3.6,5.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,73.0,1.0
4722-1,Gryffindor House,10.0,78.0,28.0,4.0,3.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,68.0,1.0
4723-1,Diagon Alley Shops,10.0,65.0,29.0,3.8,5.0,Licensed,Harry Potter,Philosopher's Stone,,2001.0,,,80.0,1.0
4810-1,Blue Bucket,,,,5.0,2.0,Model making,Creator,,,2001.0,,,254.0,1.0
5223-1,Wind-Up Motor,10.0,30.0,,3.0,1.0,Technical,Technic,,,2001.0,,,41.0,0.0
5599-1,Radio Control Racer,80.0,80.0,45.0,,,Racing,Racers,,,2001.0,,,295.0,1.0
5831-1,Adventurous Puppies,5.0,16.0,4.0,,,Girls,Belville,Fairy-Tale,,2001.0,,,15.0,0.0
5832-1,Vanilla's Magic Tea Party,9.0,18.0,21.0,,,Girls,Belville,Fairy-Tale,,2001.0,,,14.0,1.0
5833-1,Rosita's Wonderful Stable,17.0,23.0,23.0,,,Girls,Belville,Fairy-Tale,,2001.0,,,40.0,1.0
5834-1,The Enchanted Garden,42.0,73.0,51.0,,,Girls,Belville,Fairy-Tale,,2001.0,,,103.0,2.0
5950-1,Baby Ankylosaurus,,14.0,8.0,,,Action/Adventure,Dinosaurs,,,2001.0,,,37.0,0.0
5951-1,Baby Iguanodon,,14.0,6.0,,,Action/Adventure,Dinosaurs,,,2001.0,,,23.0,0.0
5952-1,Baby Brachiosaurus,,13.0,8.0,,,Action/Adventure,Dinosaurs,,,2001.0,,,31.0,0.0
5953-1,Baby Dimetrodon,,14.0,6.0,5.0,1.0,Action/Adventure,Dinosaurs,,,2001.0,,,20.0,0.0
5977-1,Travel Friends (In-flight),,10.0,,,,Girls,Belville,,,2001.0,,,17.0,0.0
6290-1,Red Beard Runner,99.99,305.0,174.0,4.5,10.0,Historical,Pirates,,,2001.0,,,698.0,7.0
6291-1,Armada Flagship,50.0,258.0,133.0,4.4,7.0,Historical,Pirates,,,2001.0,,,280.0,3.0
6292-1,Enchanted Island,70.0,230.0,132.0,4.7,6.0,Historical,Pirates,Islanders,,2001.0,,,419.0,7.0
6472-1,Gas N' Wash Express,50.0,186.0,112.0,4.0,2.0,Modern day,Town,Shops and Services,,2001.0,,,470.0,3.0
6719-1,Brachiosaurus,10.0,30.0,25.0,3.5,2.0,Action/Adventure,Dinosaurs,,,2001.0,,,25.0,0.0
6720-1,Tyrannosaurus Rex,10.0,20.0,14.0,3.8,6.0,Action/Adventure,Dinosaurs,,,2001.0,,,23.0,0.0
6721-1,Mosasaurus,10.0,40.0,34.0,4.0,3.0,Action/Adventure,Dinosaurs,,,2001.0,,,26.0,0.0
6722-1,Styracosaurus,10.0,40.0,15.0,3.5,2.0,Action/Adventure,Dinosaurs,,,2001.0,,,19.0,0.0
6771-1,Ogel Command Striker,4.0,17.0,4.0,4.5,11.0,Action/Adventure,Alpha Team,,,2001.0,,,29.0,1.0
6772-1,Alpha Team Cruiser,7.0,15.0,4.0,4.6,7.0,Action/Adventure,Alpha Team,,,2001.0,,,57.0,1.0
6773-1,Alpha Team Helicopter,10.0,16.0,7.0,4.6,14.0,Action/Adventure,Alpha Team,,,2001.0,,,79.0,1.0
6774-1,Alpha Team ATV,20.0,45.0,12.0,4.3,9.0,Action/Adventure,Alpha Team,,,2001.0,,,134.0,2.0
6775-1,Alpha Team Bomb Squad,35.0,22.0,14.0,4.8,12.0,Action/Adventure,Alpha Team,,,2001.0,,,190.0,3.0
6776-1,Ogel Control Center,50.0,132.0,42.0,4.3,6.0,Action/Adventure,Alpha Team,,,2001.0,,,422.0,3.0
7000-1,Baby Ankylosaurus,3.0,12.0,3.0,4.3,3.0,Action/Adventure,Dinosaurs,,,2001.0,,,37.0,0.0
7001-1,Baby Iguanodon,3.0,10.0,3.0,4.3,3.0,Action/Adventure,Dinosaurs,,,2001.0,,,23.0,0.0
7002-1,Baby Brachiosaurus,3.0,10.0,2.0,4.3,3.0,Action/Adventure,Dinosaurs,,,2001.0,,,31.0,0.0
7003-1,Baby Dimetrodon,3.0,17.0,1.0,4.3,3.0,Action/Adventure,Dinosaurs,,,2001.0,,,20.0,0.0
7106-1,Droid Escape,6.0,41.0,17.0,4.4,19.0,Licensed,Star Wars,Episode IV,,2001.0,,,45.0,2.0
7126-1,Battle Droid Carrier,10.0,45.0,22.0,4.8,18.0,Licensed,Star Wars,Episode I,,2001.0,,,133.0,7.0
7127-1,Imperial AT-ST,10.0,68.0,19.0,3.6,17.0,Licensed,Star Wars,Episode VI,,2001.0,,,107.0,1.0
7146-1,TIE Fighter,20.0,80.0,27.0,4.3,15.0,Licensed,Star Wars,Episode IV,,2001.0,,,171.0,2.0
7166-1,Imperial Shuttle,35.0,105.0,73.0,4.3,18.0,Licensed,Star Wars,Episode VI,,2001.0,,,238.0,4.0
7186-1,Watto's Junkyard,50.0,161.0,119.0,4.2,5.0,Licensed,Star Wars,Episode I,,2001.0,,,443.0,2.0
7300-1,Double Hover,3.0,9.0,3.0,4.0,4.0,Action/Adventure,Space,Life On Mars,,2001.0,,,21.0,1.0
7301-1,Rover,3.0,9.0,4.0,3.7,3.0,Action/Adventure,Space,Life On Mars,,2001.0,,,28.0,1.0
7302-1,Worker Robot,3.0,12.0,5.0,3.4,5.0,Action/Adventure,Space,Life On Mars,,2001.0,,,30.0,1.0
7303-1,Jet Scooter,,13.0,4.0,4.5,2.0,Action/Adventure,Space,Life On Mars,,2001.0,,,24.0,1.0
7308-1,Double Hover,,16.0,4.0,4.0,3.0,Action/Adventure,Space,Life On Mars,,2001.0,,,21.0,1.0
7309-1,Rover,,8.0,5.0,3.8,4.0,Action/Adventure,Space,Life On Mars,,2001.0,,,28.0,1.0
7310-1,Mono Jet,4.0,18.0,4.0,4.0,12.0,Action/Adventure,Space,Life On Mars,,2001.0,,,33.0,1.0
7311-1,Red Planet Cruiser,7.0,11.0,4.0,4.1,8.0,Action/Adventure,Space,Life On Mars,,2001.0,,,73.0,1.0
7312-1,T-3 Trike,10.0,21.0,9.0,4.5,10.0,Action/Adventure,Space,Life On Mars,,2001.0,,,99.0,1.0
7313-1,Red Planet Protector,20.0,33.0,13.0,4.4,7.0,Action/Adventure,Space,Life On Mars,,2001.0,,,194.0,1.0
7314-1,Recon Mech RP,20.0,45.0,19.0,4.7,9.0,Action/Adventure,Space,Life On Mars,,2001.0,,,194.0,1.0
7315-1,Solar Explorer,35.0,57.0,34.0,4.6,5.0,Action/Adventure,Space,Life On Mars,,2001.0,,,242.0,3.0
7316-1,Excavation Searcher,50.0,53.0,30.0,4.0,4.0,Action/Adventure,Space,Life On Mars,,2001.0,,,471.0,3.0
7317-1,Aero Tube Hanger,90.0,202.0,68.0,4.5,12.0,Action/Adventure,Space,Life On Mars,,2001.0,,,706.0,5.0
7320-1,Vega,,5.0,3.0,,,Action/Adventure,Space,Life On Mars,,2001.0,,,5.0,1.0
7321-1,Mizar,,4.0,3.0,,,Action/Adventure,Space,Life On Mars,,2001.0,,,5.0,1.0
7322-1,Altair,,12.0,3.0,,,Action/Adventure,Space,Life On Mars,,2001.0,,,5.0,1.0
7323-1,Guard,,4.0,3.0,3.0,1.0,Action/Adventure,Space,Life On Mars,,2001.0,,,5.0,1.0
8007-1,C-3PO,35.0,106.0,35.0,3.0,2.0,Licensed,Star Wars,Technic,,2001.0,,,341.0,0.0
8008-1,Stormtrooper,35.0,50.0,22.0,4.7,3.0,Licensed,Star Wars,Technic,,2001.0,,,361.0,0.0
8240-1,Slammer Stunt Bike,15.0,19.0,6.0,,,Technical,Technic,Speed Slammers,,2001.0,,,152.0,0.0
8241-1,Battle Cars,9.0,14.0,6.0,2.3,4.0,Technical,Technic,Speed Slammers,,2001.0,,,115.0,0.0
8242-1,Slammer Turbo,20.0,19.0,27.0,3.3,4.0,Technical,Technic,Speed Slammers,,2001.0,,,253.0,0.0
8463-1,Forklift,30.0,80.0,40.0,,,Technical,Technic,,,2001.0,,,235.0,1.0
8464-1,Pneumatic Front-End Loader,70.0,291.0,100.0,,,Technical,Technic,,,2001.0,,,591.0,0.0
8465-1,Extreme Off Roader,40.0,158.0,70.0,3.8,4.0,Technical,Technic,,,2001.0,,,365.0,0.0
8466-1,4x4 Off-Roader,119.99,200.0,174.0,5.0,23.0,Technical,Technic,,,2001.0,,,1102.0,0.0
8525-1,Masks,2.0,30.0,,4.5,2.0,Constraction,Bionicle,Accessories,,2001.0,,,6.0,0.0
8530-1,Masks,,9.0,,4.0,1.0,Constraction,Bionicle,Accessories,,2001.0,,,6.0,0.0
8531-1,Pohatu,7.0,50.0,9.0,4.6,20.0,Constraction,Bionicle,Toa Mata,,2001.0,,,49.0,0.0
8532-1,Onua,7.0,80.0,8.0,4.7,22.0,Constraction,Bionicle,Toa Mata,,2001.0,,,30.0,0.0
8533-1,Gali,7.0,112.0,8.0,4.5,10.0,Constraction,Bionicle,Toa Mata,,2001.0,,,35.0,0.0
8534-1,Tahu,7.0,106.0,11.0,4.8,28.0,Constraction,Bionicle,Toa Mata,,2001.0,,,33.0,0.0
8535-1,Lewa,7.0,128.0,10.0,4.5,21.0,Constraction,Bionicle,Toa Mata,,2001.0,,,36.0,0.0
8536-1,Kopaka,7.0,131.0,12.0,4.7,10.0,Constraction,Bionicle,Toa Mata,,2001.0,,,33.0,0.0
8537-1,Nui-Rama,15.0,81.0,25.0,4.7,3.0,Constraction,Bionicle,Rahi,,2001.0,,,146.0,0.0
8538-1,Muaka & Kane-ra,70.0,123.0,72.0,5.0,3.0,Constraction,Bionicle,Rahi,,2001.0,,,633.0,0.0
8539-1,Manas,90.0,245.0,81.0,4.3,4.0,Constraction,Bionicle,Rahi,,2001.0,,,442.0,0.0
8540-1,Vakama,3.0,19.0,6.0,3.9,8.0,Constraction,Bionicle,Turaga,,2001.0,,,28.0,0.0
8541-1,Matau,3.0,15.0,6.0,4.1,8.0,Constraction,Bionicle,Turaga,,2001.0,,,26.0,0.0
8542-1,Onewa,3.0,16.0,6.0,4.3,8.0,Constraction,Bionicle,Turaga,,2001.0,,,30.0,0.0
8543-1,Nokama,3.0,12.0,6.0,3.4,5.0,Constraction,Bionicle,Turaga,,2001.0,,,27.0,0.0
8544-1,Nuju,3.0,15.0,7.0,3.7,9.0,Constraction,Bionicle,Turaga,,2001.0,,,29.0,0.0
8545-1,Whenua,3.0,19.0,5.0,3.9,9.0,Constraction,Bionicle,Turaga,,2001.0,,,28.0,0.0
8546-1,Bionicle Power Pack,15.0,57.0,28.0,3.0,2.0,Constraction,Bionicle,Matoran,,2001.0,,,10.0,0.0
8548-1,Nui-Jaga,35.0,117.0,38.0,5.0,4.0,Constraction,Bionicle,Rahi,,2001.0,,,226.0,0.0
8549-1,Tarakava,50.0,135.0,59.0,5.0,6.0,Constraction,Bionicle,Rahi,,2001.0,,,411.0,0.0
10000-1,Guarded Inn,25.0,171.0,103.0,4.9,7.0,Historical,Castle,Lion Knights,,2001.0,,,253.0,4.0
10001-1,Metroliner,149.0,575.0,307.0,4.5,4.0,Modern day,Trains,9V,,2001.0,,,782.0,11.0
10002-1,Railroad Club Car,37.5,415.0,198.0,5.0,2.0,Modern day,Trains,9V,,2001.0,,,293.0,5.0
10013-1,Open Freight Wagon,17.0,52.0,43.0,3.5,2.0,Modern day,Trains,9V,,2001.0,,,121.0,0.0
10014-1,Caboose,15.0,72.0,44.0,4.0,3.0,Modern day,Trains,9V,,2001.0,,,170.0,0.0
10015-1,Green Passenger Wagon,19.99,76.0,56.0,4.3,3.0,Modern day,Trains,9V,,2001.0,,,194.0,0.0
10016-1,Tanker,20.0,103.0,51.0,3.0,2.0,Modern day,Trains,9V,,2001.0,,,128.0,0.0
10017-1,Hopper Wagon,20.0,69.0,49.0,5.0,1.0,Modern day,Trains,9V,,2001.0,,,228.0,0.0
10018-1,Darth Maul,150.0,1497.0,687.0,4.3,3.0,Licensed,Star Wars,Ultimate Collector Series,,2001.0,,,1868.0,0.0
