set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,year,volume,weight,piece_cnt,minifig_cnt,number_parts,total_parts,number_spare_parts,total_spare_parts,number_colors,1st_color,2nd_color,bars_ladders_and_fences_cnt_prts,baseplates_cnt_prts,belville_scala_and_fabuland_cnt_prts,bionicle_hero_factory_and_constraction_cnt_prts,bricks_cnt_prts,bricks_curved_cnt_prts,bricks_printed_cnt_prts,bricks_round_and_cones_cnt_prts,bricks_sloped_cnt_prts,bricks_special_cnt_prts,bricks_wedged_cnt_prts,clikits_cnt_prts,containers_cnt_prts,duplo_quatro_and_primo_cnt_prts,flags_signs_plastics_and_cloth_cnt_prts,ho_scale_cnt_prts,hinges_arms_and_turntables_cnt_prts,magnets_and_holders_cnt_prts,mechanical_cnt_prts,minifig_accessories_cnt_prts,minifigs_cnt_prts,non-buildable_figures_cnt_prts,non-lego_cnt_prts,other_cnt_prts,panels_cnt_prts,plants_and_animals_cnt_prts,plates_cnt_prts,plates_angled_cnt_prts,plates_round_and_dishes_cnt_prts,plates_special_cnt_prts,pneumatics_cnt_prts,power_functions_mindstorms_and_electric_cnt_prts,rock_cnt_prts,string_bands_and_reels_cnt_prts,supports_girders_and_cranes_cnt_prts,technic_axles_cnt_prts,technic_beams_cnt_prts,technic_beams_special_cnt_prts,technic_bricks_cnt_prts,technic_bushes_cnt_prts,technic_connectors_cnt_prts,technic_gears_cnt_prts,technic_panels_cnt_prts,technic_pins_cnt_prts,technic_special_cnt_prts,technic_steering_suspension_and_engine_cnt_prts,tiles_cnt_prts,tiles_printed_cnt_prts,tiles_special_cnt_prts,tools_cnt_prts,transportation_-_land_cnt_prts,transportation_-_sea_and_air_cnt_prts,tubes_and_hoses_cnt_prts,wheels_and_tyres_cnt_prts,windows_and_doors_cnt_prts,windscreens_and_fuselage_cnt_prts,znap_cnt_prts,bars_ladders_and_fences_tot_prts,baseplates_tot_prts,belville_scala_and_fabuland_tot_prts,bionicle_hero_factory_and_constraction_tot_prts,bricks_tot_prts,bricks_curved_tot_prts,bricks_printed_tot_prts,bricks_round_and_cones_tot_prts,bricks_sloped_tot_prts,bricks_special_tot_prts,bricks_wedged_tot_prts,clikits_tot_prts,containers_tot_prts,duplo_quatro_and_primo_tot_prts,flags_signs_plastics_and_cloth_tot_prts,ho_scale_tot_prts,hinges_arms_and_turntables_tot_prts,magnets_and_holders_tot_prts,mechanical_tot_prts,minifig_accessories_tot_prts,minifigs_tot_prts,non-buildable_figures_tot_prts,non-lego_tot_prts,other_tot_prts,panels_tot_prts,plants_and_animals_tot_prts,plates_tot_prts,plates_angled_tot_prts,plates_round_and_dishes_tot_prts,plates_special_tot_prts,pneumatics_tot_prts,power_functions_mindstorms_and_electric_tot_prts,rock_tot_prts,string_bands_and_reels_tot_prts,supports_girders_and_cranes_tot_prts,technic_axles_tot_prts,technic_beams_tot_prts,technic_beams_special_tot_prts,technic_bricks_tot_prts,technic_bushes_tot_prts,technic_connectors_tot_prts,technic_gears_tot_prts,technic_panels_tot_prts,technic_pins_tot_prts,technic_special_tot_prts,technic_steering_suspension_and_engine_tot_prts,tiles_tot_prts,tiles_printed_tot_prts,tiles_special_tot_prts,tools_tot_prts,transportation_-_land_tot_prts,transportation_-_sea_and_air_tot_prts,tubes_and_hoses_tot_prts,wheels_and_tyres_tot_prts,windows_and_doors_tot_prts,windscreens_and_fuselage_tot_prts,znap_tot_prts
6445-1,Emergency Evac,8.0,35.0,7.0,4.5,4.0,Modern day,Town,Res-Q,1998,,,101.0,1,65,101,2,2,10,Black,White,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,13,3,0,0,0,3,0,13,0,1,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,4,0,2,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,14,3,0,0,0,9,0,20,0,1,17,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,12,0,2,0
6451-1,River Response,20.0,49.0,12.0,4.4,7.0,Modern day,Town,Res-Q,1998,,,153.0,3,76,152,0,0,11,Black,Yellow,3,0,0,0,1,0,0,3,4,0,2,0,0,0,0,0,5,0,0,13,7,0,0,0,2,0,15,1,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,1,0,5,0,0,0,2,0,0,3,21,0,4,0,0,0,0,0,9,0,0,17,9,0,0,0,10,0,30,2,4,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,8,0,1,0
6462-1,Aerial Recovery,25.0,50.0,21.0,4.5,6.0,Modern day,Town,Res-Q,1998,,,194.0,3,116,200,3,3,12,Black,Yellow,2,0,0,0,9,0,0,2,8,1,5,0,2,0,0,0,3,0,0,14,8,0,0,0,1,0,22,2,5,7,0,0,0,4,2,0,0,0,1,0,0,0,0,2,0,0,2,1,4,0,1,6,0,0,0,2,0,3,0,0,0,14,0,0,2,12,4,5,0,4,0,0,0,5,0,0,18,9,0,0,0,4,0,53,3,8,14,0,0,0,5,5,0,0,0,4,0,0,0,0,5,0,0,3,1,8,0,1,8,0,0,0,2,0
6473-1,Res-Q Cruiser,35.0,87.0,28.0,4.8,4.0,Modern day,Town,Res-Q,1998,,,305.0,3,118,305,0,0,11,Black,Light Gray,2,0,0,0,8,1,0,3,8,1,1,0,2,0,0,0,11,0,0,12,5,0,0,0,3,0,19,3,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,3,1,3,0,4,2,0,4,0,3,0,3,0,0,0,15,8,0,5,21,2,2,0,4,0,0,0,24,0,0,18,9,0,0,0,12,0,58,8,10,18,0,0,0,0,0,0,0,0,0,0,3,0,0,3,28,0,10,1,7,0,5,5,0,21,0,5,0
6479-1,Emergency Response Center,60.0,104.0,52.0,4.5,4.0,Modern day,Town,Res-Q,1998,,,423.0,5,195,433,8,8,12,Black,Light Gray,6,2,0,0,15,0,0,10,13,1,4,0,2,0,0,0,11,0,0,29,8,0,0,0,0,0,27,5,8,17,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,8,2,6,0,4,3,0,4,1,2,0,16,2,0,0,58,0,0,25,26,2,4,0,4,0,0,0,18,0,0,38,16,0,0,0,0,0,69,7,12,59,0,0,0,12,2,0,0,0,2,0,0,0,0,0,0,0,19,2,13,0,5,3,0,16,1,2,0
6567-1,Speed Splash,3.0,10.0,3.0,4.0,6.0,Modern day,Town,Extreme Team,1998,,,29.0,1,22,28,0,0,7,Black,Light Gray,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
6568-1,Drag Race Rally,30.0,31.0,31.0,4.0,2.0,Modern day,Town,Extreme Team,1998,,,292.0,4,128,295,4,4,14,Black,Light Gray,5,0,0,0,3,0,0,4,3,3,0,0,2,0,1,0,8,0,0,14,11,0,0,0,3,0,26,3,13,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,0,4,2,0,5,0,3,0,8,0,0,0,6,0,0,11,4,6,0,0,3,0,1,0,39,0,0,32,12,0,0,0,5,0,57,6,36,21,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,2,8,0,6,2,0,19,0,3,0
6572-1,Wind Runners,6.0,17.0,5.0,3.8,5.0,Modern day,Town,Extreme Team,1998,,,52.0,2,46,55,3,3,8,Black,White,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,5,0,0,0,0,1,3,0,1,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,0,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,6,0,0,0,0,1,3,0,1,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,14,0,0,0
6580-1,Land Jet 7,12.0,33.0,7.0,3.5,2.0,Modern day,Town,Extreme Team,1998,,,109.0,2,61,115,1,1,11,Black,Red,2,0,0,0,4,0,0,0,2,0,2,0,0,0,1,0,4,0,0,9,6,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,2,0,2,0,3,1,0,5,0,1,0,4,0,0,0,6,0,0,0,5,0,2,0,0,0,2,0,7,0,0,18,6,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,2,0,2,0,6,0,3,2,0,8,0,1,0
6582-1,Daredevil Flight Squad,30.0,45.0,26.0,4.5,2.0,Modern day,Town,Extreme Team,1998,,,287.0,3,133,291,4,4,15,Black,White,3,0,0,0,6,0,0,3,10,4,4,0,0,0,0,0,7,0,0,8,9,0,1,0,3,0,24,6,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,2,4,0,2,4,0,5,0,3,0,4,0,0,0,14,0,0,8,15,9,5,0,0,0,0,0,11,0,0,16,10,0,1,0,9,0,66,9,7,28,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,10,2,15,0,4,5,0,34,0,3,0
6584-1,Extreme Team Challenge,50.0,140.0,39.0,5.0,3.0,Modern day,Town,Extreme Team,1998,,,350.0,4,144,357,0,0,14,Light Gray,Black,3,1,0,0,12,0,0,4,8,2,0,0,0,0,2,0,9,0,0,17,10,0,0,0,0,3,17,0,4,10,0,0,2,4,0,2,1,0,2,1,1,0,0,3,0,0,6,1,3,0,8,1,0,4,2,1,0,7,1,0,0,34,0,0,6,28,5,0,0,0,0,2,0,19,0,0,21,13,0,0,0,0,3,74,0,6,43,0,0,2,8,0,3,2,0,6,1,4,0,0,9,0,0,15,10,6,0,9,1,0,16,2,1,0
6585-1,Hang-Glider,2.5,10.0,6.0,3.0,2.0,Modern day,Town,Extreme Team,1998,,,19.0,1,15,19,0,0,5,Black,Red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
6589-1,Radical Racer,10.0,13.0,9.0,4.0,1.0,Modern day,Town,Extreme Team,1998,,,82.0,1,51,84,1,1,12,Light Gray,Red,3,1,0,0,2,0,0,1,3,1,3,0,0,0,0,0,4,0,0,3,3,0,1,0,0,1,5,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,2,2,1,0,3,1,0,0,2,0,0,4,5,2,3,0,0,0,0,0,4,0,0,3,3,0,1,0,0,2,8,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,5,0,0,8,2,1,0
6817-1,Beta Buzzer,4.0,25.0,6.0,4.6,9.0,Action/Adventure,Space,Insectoids,1998,,,33.0,1,27,33,1,1,6,Black,Dark Gray,1,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,4,0,0,3,3,0,1,0,0,0,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
6837-1,Cosmic Creeper,8.0,29.0,9.0,4.3,4.0,Action/Adventure,Space,Insectoids,1998,,,58.0,1,44,60,2,3,6,Blue,Dark Gray,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,4,2,0,3,3,0,1,0,0,2,7,0,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,4,2,0,3,3,0,2,0,0,5,10,0,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0
6901-2,Space Plane,,11.0,4.0,3.8,4.0,Action/Adventure,Space,UFO,1998,,,20.0,1,15,20,0,0,4,Light Gray,Black,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0
6902-1,Space Plane,2.0,15.0,10.0,,,Action/Adventure,Space,UFO,1998,,,20.0,1,15,20,0,0,4,Light Gray,Black,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0
6903-1,Bug Blaster,3.0,11.0,6.0,4.1,8.0,Action/Adventure,Space,Insectoids,1998,,,25.0,1,20,24,0,0,5,Black,Dark Gray,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
6905-1,Bi-Wing Blaster,15.0,55.0,11.0,4.5,2.0,Action/Adventure,Space,Insectoids,1998,,,114.0,2,67,118,4,6,7,Black,Dark Gray,1,0,0,0,4,0,0,1,5,1,3,0,0,0,0,0,3,2,0,6,6,0,1,0,0,1,11,4,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,2,7,1,6,0,0,0,0,0,8,4,0,8,6,0,2,0,0,4,15,6,11,11,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,6,0,0,4,0,0,0,0,0
6907-1,Sonic Stinger,22.0,47.0,16.0,4.7,3.0,Action/Adventure,Space,Insectoids,1998,,,96.0,1,52,96,1,1,6,Black,Blue,2,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,4,2,0,3,3,0,1,0,0,1,11,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,6,16,2,0,0,0,0,0,0,8,2,0,4,3,0,1,0,0,4,19,3,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,2,0,0,0,0
6909-1,Sonic Stinger (Promotional Pack),20.0,,,4.0,2.0,Action/Adventure,Space,Insectoids,1998,,,96.0,1,52,96,0,0,5,Black,Blue,2,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,4,2,0,3,3,0,1,0,0,1,11,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,6,16,2,0,0,0,0,0,0,8,2,0,4,3,0,1,0,0,4,19,3,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,2,0,0,0,0
6919-1,Planetary Prowler,35.0,100.0,24.0,4.5,4.0,Action/Adventure,Space,Insectoids,1998,,,250.0,2,103,250,2,2,9,Blue,Black,2,0,0,0,13,0,0,2,11,4,2,0,0,0,0,0,7,2,0,7,6,0,1,0,1,2,12,0,4,5,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,4,3,4,0,0,2,1,2,0,1,0,4,0,0,0,29,0,0,9,22,14,2,0,0,0,0,0,23,2,0,15,6,0,1,0,1,6,35,0,13,11,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,2,9,5,21,0,0,3,2,6,0,1,0
6969-1,Celestial Stinger,50.0,90.0,41.0,4.9,7.0,Action/Adventure,Space,Insectoids,1998,,,256.0,3,112,256,1,3,8,Black,Dark Gray,2,0,0,0,9,0,0,5,12,5,0,0,0,0,0,0,7,2,0,4,6,0,1,0,0,1,19,10,4,8,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,2,0,0,3,0,0,0,1,0,4,0,0,0,17,0,0,13,38,11,0,0,0,0,0,0,12,8,0,6,9,0,3,0,0,2,45,15,17,15,0,1,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,8,7,0,0,8,0,0,0,3,0
6977-1,Arachnoid Star Base,80.0,149.0,64.0,5.0,6.0,Action/Adventure,Space,Insectoids,1998,,,437.0,4,145,434,0,0,9,Black,Dark Gray,2,0,0,0,15,0,0,5,11,5,0,0,0,0,0,0,12,2,0,6,9,0,0,0,3,3,25,6,7,12,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,4,2,2,0,1,2,0,2,0,3,0,4,0,0,0,50,0,0,24,33,19,0,0,0,0,0,0,35,6,0,9,12,0,0,0,3,10,104,7,35,29,0,1,4,0,5,0,0,0,3,0,0,0,0,2,0,0,12,6,7,0,1,4,0,6,0,3,0
8202-1,Bungee Chopper,7.0,11.0,5.0,4.0,1.0,Technical,Technic,Competition,1998,,,72.0,0,33,73,3,3,7,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,3,0,0,4,6,1,0,3,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,17,7,0,0,9,15,3,0,8,0,0,1,0,0,0,0,0,2,8,0,0,0
8203-1,Rover Discovery,,6.0,3.0,,,Technical,Technic,Microtechnic,1998,,,37.0,0,14,36,0,0,4,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,6,6,0,0,8,0,0,0,0,0,0,0,0,2,4,0,0,0
8204-1,Sky Flyer 1,,17.0,5.0,4.0,1.0,Technical,Technic,Microtechnic,1998,,,41.0,0,23,45,4,4,6,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,4,3,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,7,0,0,10,5,2,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0
8208-1,Custom Cruiser,,26.0,8.0,4.0,1.0,Technical,Technic,Microtechnic,1998,,,53.0,0,18,53,0,0,4,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,4,11,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0
8209-1,Future F1,,26.0,9.0,5.0,1.0,Technical,Technic,Microtechnic,1998,,,49.0,0,20,48,0,0,3,Black,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,2,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,5,2,1,0,6,2,1,0,0,0,0,0,0,0,4,0,0,0
8213-1,Spy Runner,10.0,17.0,6.0,5.0,1.0,Technical,Technic,,1998,,,98.0,0,42,103,5,11,5,Black,Light Gray,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,7,3,0,4,4,7,1,0,7,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,18,10,0,9,14,18,4,0,10,1,0,0,0,0,0,0,0,2,8,0,0,0
8217-1,The Wasp,,29.0,6.0,,,Technical,Technic,Microtechnic,1998,,,64.0,0,28,63,0,0,6,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,0,0,1,7,1,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,11,7,0,0,4,17,2,0,11,0,0,0,0,0,0,1,0,3,2,0,0,0
8218-1,Trike Tourer,,57.0,10.0,,,Technical,Technic,Microtechnic,1998,,,70.0,0,30,70,0,0,6,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,7,0,0,4,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,8,13,0,0,8,0,6,0,0,0,0,0,0,2,6,0,0,0
8219-1,Racer,,,34.0,4.0,1.0,Technical,Technic,,1998,,,103.0,0,54,103,2,3,7,Light Gray,Black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,7,2,0,7,3,3,2,0,4,2,8,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,11,3,0,13,13,7,3,0,14,2,10,5,0,1,0,0,1,0,8,0,0,0
8226-1,Mud Masher,13.0,16.0,8.0,4.3,4.0,Technical,Technic,,1998,,,127.0,0,37,126,3,6,4,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,4,5,0,2,3,4,0,0,6,1,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,0,16,15,0,4,19,13,0,0,26,1,5,1,0,0,0,0,0,4,8,0,0,0
8233-1,Blue Thunder vs. The Stinger,,18.0,8.0,,,Technical,Technic,Competition,1998,,,120.0,1,47,121,3,3,7,Black,Light Gray,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,3,0,2,4,7,3,0,5,4,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,1,2,0,0,0,0,0,29,8,0,4,7,23,3,0,20,6,0,1,0,0,0,0,0,2,6,0,0,0
8239-1,Cyber Slam Spider,,33.0,,,,Technical,Technic,Competition,1998,,,120.0,1,46,122,1,1,7,Black,Light Gray,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,5,3,0,2,3,7,3,0,4,4,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,2,0,1,2,0,0,0,0,0,29,8,0,4,7,23,3,0,20,6,0,1,0,0,0,0,0,2,6,0,0,0
8245-1,Robots Revenge,30.0,56.0,14.0,,,Technical,Technic,Competition,1998,,,222.0,1,61,226,3,4,8,Black,Light Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,12,0,0,3,13,2,0,7,2,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,0,0,0,8,0,44,40,0,0,28,35,2,0,33,2,0,4,0,0,0,0,0,3,16,0,0,0
8248-1,Forklift,33.0,90.0,20.0,4.0,1.0,Technical,Technic,,1998,,,231.0,1,67,231,4,4,7,Black,Light Gray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,1,7,11,0,7,4,8,4,0,4,1,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,8,0,0,0,0,0,2,22,42,0,19,20,16,5,0,47,1,6,9,0,0,0,0,0,2,8,0,0,0
8257-1,Cyber Strikers,50.0,59.0,32.0,,,Technical,Technic,Competition,1998,,,367.0,2,74,379,5,12,8,Black,Light Gray,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,4,0,0,0,2,0,7,13,0,6,4,10,1,0,9,2,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,8,0,0,0,10,0,43,74,0,16,44,37,1,0,103,4,4,5,0,0,0,0,0,4,14,0,0,0
8266-1,Spyder Slayer,70.0,50.0,31.0,,,Technical,Technic,Competition,1998,,,366.0,2,87,375,7,8,11,Black,Light Gray,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,5,3,0,3,0,2,0,9,9,0,8,4,8,0,0,9,4,1,4,0,1,0,0,0,4,3,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,8,6,0,3,0,6,0,50,71,0,18,31,40,0,0,91,6,1,7,0,4,0,0,0,8,8,0,0,0
