set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,main_tag,set_type,packaging
6999-1,Cyber Saucer,Action/Adventure,Space,UFO,1997.0,114.0,1.0,/inventories/6999-1,/minifigs/inset-6999-1,20.0,62.0,21.0,4.0,3.0,,Normal,Box
8205-1,Bungee Blaster,Technical,Technic,,1997.0,63.0,0.0,/inventories/8205-1,,7.0,23.0,4.0,4.0,1.0,,Normal,Box
8215-1,Gyro Copter,Technical,Technic,,1997.0,107.0,0.0,/inventories/8215-1,,8.0,20.0,7.0,5.0,1.0,,Normal,Box
8216-1,Turbo 1,Technical,Technic,,1997.0,97.0,0.0,/inventories/8216-1,,10.0,36.0,5.0,4.5,2.0,,Normal,Box
8222-1,VTOL,Technical,Technic,,1997.0,138.0,1.0,/inventories/8222-1,/minifigs/inset-8222-1,,40.0,10.0,3.5,2.0,,Normal,Box
8229-1,Tread Trekker,Technical,Technic,,1997.0,185.0,1.0,/inventories/8229-1,/minifigs/inset-8229-1,22.0,45.0,16.0,5.0,2.0,,Normal,Box
8232-1,Chopper Force,Technical,Technic,,1997.0,289.0,1.0,/inventories/8232-1,/minifigs/inset-8232-1,25.0,45.0,22.0,5.0,1.0,,Normal,Box
8250-1,Search Sub,Technical,Technic,,1997.0,383.0,1.0,,/minifigs/inset-8250-1,49.5,150.0,55.0,4.0,3.0,,Normal,Box
8277-1,Giant Model Set,Technical,Technic,,1997.0,554.0,0.0,/inventories/8277-1,,40.0,134.0,38.0,4.0,2.0,,Normal,Box
8299-1,Search Sub,Technical,Technic,,1997.0,0.0,1.0,/inventories/8299-1,/minifigs/inset-8299-1,50.0,140.0,51.0,,,,Collection,Box
8414-1,Mountain Rambler,Technical,Technic,,1997.0,244.0,0.0,/inventories/8414-1,,30.0,39.0,21.0,3.7,3.0,,Normal,Box
8437-1,Future Car,Technical,Technic,,1997.0,419.0,0.0,/inventories/8437-1,,54.0,85.0,37.0,4.5,2.0,,Normal,Box
8459-1,Pneumatic Front-End Loader,Technical,Technic,,1997.0,591.0,0.0,/inventories/8459-1,,82.0,225.0,96.0,5.0,4.0,,Normal,Box
8479-1,Barcode Multi-Set,Technical,Technic,,1997.0,1280.0,0.0,/inventories/8479-1,,164.0,329.0,98.0,4.4,9.0,,Normal,Box
8735-1,"Motor Set, 9V",Technical,Technic,Supplementary,1997.0,60.0,0.0,/inventories/8735-1,,40.0,34.0,23.0,3.5,4.0,,Normal,Box
8760-1,Search Sub CD-ROM,Miscellaneous,Gear,Digital media,1997.0,,0.0,,,,,,,,,Gear,
9279-1,Small Building Plates,Educational,Dacta,System,1997.0,9.0,0.0,/inventories/9279-1,,14.99,,11.0,4.0,1.0,,Normal,
9291-1,Medium LEGO DACTA Basic Set,Educational,Dacta,,1997.0,822.0,0.0,,,59.5,167.0,,,,,Normal,
9366-1,Town Set,Educational,Dacta,,1997.0,413.0,0.0,,,67.0,,,,,,Normal,
9376-1,Castle Set,Educational,Dacta,Castle,1997.0,321.0,14.0,/inventories/9376-1,/minifigs/inset-9376-1,63.5,195.0,,,,,Normal,
9453-1,Universal School Set,Educational,Dacta,,1997.0,716.0,0.0,/inventories/9453-1,,73.75,,,,,,Normal,
9615-1,Motor Add-On for Simple Mechanisms,Educational,Dacta,Technic,1997.0,3.0,0.0,,,32.0,39.0,18.0,,,,Normal,
9616-1,Wheels and Axles Set,Educational,Dacta,Technic,1997.0,74.0,1.0,/inventories/9616-1,/minifigs/inset-9616-1,15.0,34.0,16.0,,,,Normal,
9617-1,Introducing Air Power ,Educational,Dacta,,1997.0,89.0,0.0,/inventories/9617-1,,,,,,,,Normal,Box
9618-1,Structures Set,Educational,Dacta,Technic,1997.0,463.0,0.0,/inventories/9618-1,,,75.0,,,,,Normal,
9630-1,Simple Mechanisms Set,Educational,Dacta,Technic,1997.0,277.0,0.0,/inventories/9630-1,,80.0,136.0,92.0,,,,Normal,
9654-1,Early Simple Machines II Set,Educational,Dacta,,1997.0,99.0,2.0,/inventories/9654-1,/minifigs/inset-9654-1,92.75,,100.0,5.0,1.0,,Normal,
9655-1,Fun Time Gears II Set,Educational,Dacta,,1997.0,50.0,0.0,/inventories/9655-1,,52.25,105.0,,,,,Normal,
9708-1,Intelligent House Activity Pack,Miscellaneous,Gear,Education,1997.0,,0.0,,,12.0,,,,,,Gear,
9848-1,9v Lamps,Educational,Dacta,,1997.0,9.0,0.0,/inventories/9848-1,,,,,,,,Normal,
4117463-1,Cyber Saucer ,Action/Adventure,Space,UFO,1997.0,114.0,0.0,,,,,,,,,Extended,Box
ORLANDO-1,{Bag of Bricks} ,Miscellaneous,Promotional,LEGO brand store opening set,1997.0,3.0,0.0,,,,,,,,,Other,None (loose parts)
VP5-1,UFO Value Pack,Action/Adventure,Space,UFO,1997.0,,0.0,,,,,,,,,Other,Box
1298-1,Advent Calendar,Basic,Classic,,1998.0,216.0,0.0,/inventories/1298-1,,20.0,42.0,23.0,1.0,1.0,,Normal,Box
1800-1,Turtle,Pre-school,Duplo,,1998.0,6.0,0.0,/inventories/1800-1,,,4.0,,,,,Normal,Box
2000-1,Sally Starfish,Pre-school,Primo,,1998.0,1.0,0.0,,,,,2.0,,,,Normal,
2001-1,Sun Set,Pre-school,Primo,,1998.0,3.0,0.0,,,7.0,,,,,,Normal,
2002-1,Jumbo Building Bag,Pre-school,Primo,,1998.0,80.0,0.0,,,20.0,,,,,,Normal,
2007-1,Singing Camel,Pre-school,Primo,,1998.0,1.0,1.0,,/minifigs/inset-2007-1,13.0,,,,,,Normal,
2011-1,My Home Stack 'n' Learn Set,Pre-school,Primo,,1998.0,5.0,1.0,,/minifigs/inset-2011-1,,,,,,,Normal,
2012-1,Lucy Ladybug,Pre-school,Primo,,1998.0,13.0,0.0,,,,,,,,,Normal,Plastic box
2013-1,My First Train Stack 'n' Learn Set,Pre-school,Primo,,1998.0,9.0,1.0,,/minifigs/inset-2013-1,,,17.0,,,,Normal,
2017-1,Choo Choo Train,Pre-school,Primo,,1998.0,13.0,1.0,,/minifigs/inset-2017-1,20.0,,,,,,Normal,
2018-1,Little Brother Stack 'n' Learn Set,Pre-school,Primo,,1998.0,19.0,1.0,,/minifigs/inset-2018-1,15.0,,,,,,Normal,
2019-1,Bumper Stack and Learn Set,Pre-school,Primo,,1998.0,30.0,0.0,,,,,,,,,Normal,
2021-1,Gift Set,Pre-school,Primo,,1998.0,7.0,0.0,,,,,,,,,Normal,
2022-1,Amy Elephant,Pre-school,Primo,,1998.0,11.0,0.0,,,30.0,,,,,,Normal,Other
2028-2,Try-Me-Set with Bee,Pre-school,Primo,,1998.0,5.0,0.0,,,,,,,,,Normal,
2130-1,Duck,Basic,Basic,,1998.0,7.0,0.0,/inventories/2130-1,,,4.0,0.0,4.0,2.0,,Normal,Polybag
2131-1,Hippo,Basic,Basic,,1998.0,6.0,0.0,/inventories/2131-1,,,5.0,,,,,Normal,Polybag
2132-1,Cow,Basic,Basic,,1998.0,10.0,0.0,/inventories/2132-1,,,4.0,2.0,4.0,1.0,,Normal,Polybag
2133-1,Bull,Basic,Basic,,1998.0,12.0,0.0,/inventories/2133-1,,,4.0,,4.0,1.0,,Normal,Polybag
2134-1,Bison,Basic,Basic,,1998.0,10.0,0.0,/inventories/2134-1,,,5.0,2.0,,,,Normal,Polybag
2198-1,Building Plates,Pre-school,Duplo,,1998.0,3.0,0.0,/inventories/2198-1,,6.99,12.0,,,,,Normal,
2222-1,Tunnel Fun,Pre-school,Duplo,,1998.0,33.0,1.0,/inventories/2222-1,/minifigs/inset-2222-1,18.0,40.0,,,,,Normal,
2223-1,Spooky House,Pre-school,Duplo,,1998.0,39.0,2.0,/inventories/2223-1,/minifigs/inset-2223-1,24.0,,32.0,,,,Normal,
2224-1,Duplo Tub,Pre-school,Duplo,,1998.0,118.0,2.0,/inventories/2224-1,/minifigs/inset-2224-1,,,,,,,Normal,
2226-1,Duplo Bucket,Pre-school,Duplo,,1998.0,50.0,0.0,/inventories/2226-1,,,21.0,,,,,Normal,
2234-1,Police Chase,Modern day,Town,Special,1998.0,146.0,5.0,/inventories/2234-1,/minifigs/inset-2234-1,,137.0,36.0,2.0,1.0,,Normal,Box
2268-1,Katie Cat Bucket,Pre-school,Duplo,,1998.0,49.0,1.0,/inventories/2268-1,/minifigs/inset-2268-1,,,,,,,Normal,
2269-1,Build a Zoo,Pre-school,Duplo,,1998.0,89.0,1.0,,/minifigs/inset-2269-1,,,,,,,Normal,
2270-1,Spotty Dog Set,Pre-school,Duplo,,1998.0,6.0,0.0,,,,,,,,,Normal,
2271-1,Boy with Barrow,Pre-school,Duplo,,1998.0,4.0,1.0,/inventories/2271-1,/minifigs/inset-2271-1,,,4.0,,,,Normal,Box
2277-1,Boy with Cat,Pre-school,Duplo,,1998.0,8.0,1.0,/inventories/2277-1,/minifigs/inset-2277-1,,,,,,,Normal,Box
2279-1,Tubular Motion,Pre-school,Duplo,Basic Set,1998.0,73.0,2.0,/inventories/2279-1,/minifigs/inset-2279-1,,,,,,,Normal,Bucket
2431-1,Big Chief's Canoe,Pre-school,Duplo,,1998.0,2.0,1.0,,/minifigs/inset-2431-1,5.0,16.0,7.0,,,,Normal,
2432-1,Big Chief's Camp,Pre-school,Duplo,,1998.0,18.0,3.0,,/minifigs/inset-2432-1,,75.0,,,,,Normal,Box
2433-1,Stagecoach,Pre-school,Duplo,,1998.0,8.0,2.0,/inventories/2433-1,/minifigs/inset-2433-1,13.0,48.0,20.0,,,,Normal,
2434-1,Sheriff Jake,Pre-school,Duplo,,1998.0,31.0,2.0,/inventories/2434-1,/minifigs/inset-2434-1,,,31.0,,,,Normal,
2435-1,Western Town,Pre-school,Duplo,,1998.0,37.0,4.0,/inventories/2435-1,/minifigs/inset-2435-1,30.0,,75.0,4.0,1.0,,Normal,
2436-1,Big Chief's Camp,Pre-school,Duplo,,1998.0,41.0,4.0,/inventories/2436-1,/minifigs/inset-2436-1,35.0,50.0,23.0,,,,Normal,
2438-1,Big Western Set,Pre-school,Duplo,,1998.0,62.0,6.0,,/minifigs/inset-2438-1,,,,,,,Normal,
2449-1,"Basic Building Set, 3+",Basic,Basic,,1998.0,466.0,0.0,/inventories/2449-1,,,,,,,,Normal,Box
2490-1,Insectoids Combined Set,Action/Adventure,Space,Bonus/Value Pack,1998.0,172.0,0.0,/inventories/2490-1,,,,,,,,Collection,Box
2494-1,Purple Bucket Set,Basic,Basic,,1998.0,400.0,0.0,/inventories/2494-1,,,,,3.0,1.0,,Normal,
2531-1,Rescue Chopper,Modern day,Town,Special,1998.0,99.0,2.0,/inventories/2531-1,/minifigs/inset-2531-1,,37.0,20.0,,,,Normal,Box
2532-1,Aircraft and Ground Crew,Modern day,Town,Special,1998.0,143.0,3.0,/inventories/2532-1,/minifigs/inset-2532-1,19.75,175.0,41.0,4.0,1.0,,Normal,Box
2535-1,Formula 1 Racing Car,Modern day,Town,Racing,1998.0,30.0,1.0,/inventories/2535-1,/minifigs/inset-2535-1,2.0,6.0,3.0,4.0,4.0,,Normal,Box
2536-1,Divers Jet Ski,Modern day,Town,Divers,1998.0,23.0,1.0,/inventories/2536-1,/minifigs/inset-2536-1,2.0,6.0,3.0,4.2,5.0,,Normal,Box
2537-1,Extreme Team Raft,Modern day,Town,Extreme Team,1998.0,24.0,1.0,/inventories/2537-1,/minifigs/inset-2537-1,2.0,5.0,3.0,3.7,9.0,,Normal,Box
2538-1,Fire-Cart,Historical,Castle,Fright Knights,1998.0,20.0,1.0,/inventories/2538-1,/minifigs/inset-2538-1,2.0,7.0,4.0,4.0,2.0,,Normal,Box
2539-1,Flying Machine,Historical,Castle,Fright Knights,1998.0,21.0,1.0,/inventories/2539-1,/minifigs/inset-2539-1,2.0,6.0,4.0,3.0,4.0,,Normal,Box
2540-1,Catapault Cart,Historical,Castle,Fright Knights,1998.0,28.0,1.0,/inventories/2540-1,/minifigs/inset-2540-1,2.0,9.0,4.0,3.3,6.0,,Normal,Box
2541-1,Adventurers Car,Historical,Adventurers,Desert,1998.0,24.0,1.0,/inventories/2541-1,/minifigs/inset-2541-1,2.0,6.0,5.0,4.3,3.0,,Normal,Box
2542-1,Adventurers Aeroplane,Historical,Adventurers,Desert,1998.0,21.0,1.0,/inventories/2542-1,/minifigs/inset-2542-1,2.0,6.0,5.0,3.8,4.0,,Normal,Box
2543-1,Spacecraft,Action/Adventure,Space,UFO,1998.0,18.0,1.0,/inventories/2543-1,/minifigs/inset-2543-1,2.0,11.0,4.0,3.8,6.0,,Normal,Box
2544-1,Motorcycle,Technical,Technic,,1998.0,27.0,0.0,/inventories/2544-1,,1.5,5.0,2.0,4.0,3.0,,Normal,Box
2554-1,Formula 1 Pit Stop,Modern day,Town,Racing,1998.0,168.0,5.0,/inventories/2554-1,/minifigs/inset-2554-1,,35.0,19.0,5.0,2.0,,Normal,Box
2555-1,Belville Swing Set,Girls,Belville,,1998.0,47.0,2.0,/inventories/2555-1,/minifigs/inset-2555-1,9.0,50.0,,3.0,2.0,,Normal,
2556-1,Ferrari Formula 1 Racing Car,Model making,Model Team,,1998.0,580.0,0.0,/inventories/2556-1,,,92.0,50.0,4.7,6.0,,Normal,Box
2580-1,Friendly Animal Bus,Pre-school,Duplo,,1998.0,103.0,5.0,/inventories/2580-1,/minifigs/inset-2580-1,,,,,,,Normal,
2584-1,Biker Bob,Modern day,Town,Special,1998.0,22.0,1.0,/inventories/2584-1,/minifigs/inset-2584-1,,8.0,4.0,4.3,6.0,,Normal,Box
2585-1,Track Buggy with Station Master and Cool Kid,Modern day,Trains,9V,1998.0,32.0,2.0,/inventories/2585-1,/minifigs/inset-2585-1,,29.0,21.0,4.5,2.0,,Normal,Box
2586-1,The Crazy LEGO King,Historical,Castle,Miscellaneous,1998.0,26.0,1.0,/inventories/2586-1,/minifigs/inset-2586-1,,24.0,9.0,4.3,6.0,,Normal,Box
2599-1,Racing Team,Pre-school,Duplo,,1998.0,13.0,2.0,/inventories/2599-1,/minifigs/inset-2599-1,13.0,,10.0,,,,Normal,
2600-1,Bronto Dinosaurs,Pre-school,Duplo,,1998.0,30.0,2.0,/inventories/2600-1,/minifigs/inset-2600-1,25.0,,,,,,Normal,
2763-1,Playground Bucket,Pre-school,Duplo,,1998.0,50.0,0.0,/inventories/2763-1,,,,,,,,Normal,
2815-1,Bike Ride,Pre-school,Duplo,,1998.0,5.0,1.0,/inventories/2815-1,/minifigs/inset-2815-1,5.0,12.0,8.0,,,,Normal,
2817-1,Birthday,Pre-school,Duplo,,1998.0,30.0,3.0,/inventories/2817-1,/minifigs/inset-2817-1,25.0,,38.0,,,,Normal,
2818-1,Family Home,Pre-school,Duplo,,1998.0,56.0,4.0,/inventories/2818-1,/minifigs/inset-2818-1,,,99.0,,,,Normal,
2838-1,Native American Family,Pre-school,Duplo,,1998.0,77.0,4.0,/inventories/2838-1,/minifigs/inset-2838-1,,,,,,,Normal,
2854-1,Bungee Chopper,Technical,Technic,Competition,1998.0,72.0,0.0,/inventories/2854-1,,7.0,12.0,9.0,,,,Normal,Box
2855-1,Baby tiger,Pre-school,Primo,,1998.0,,0.0,,,,,,,,,Normal,
2862-1,Zoo Babies,Pre-school,Duplo,,1998.0,8.0,0.0,/inventories/2862-1,,6.0,,9.0,,,,Normal,
2864-1,Wild Animals,Pre-school,Duplo,,1998.0,16.0,0.0,/inventories/2864-1,,12.0,,17.0,,,,Normal,
2865-1,Children's Zoo,Pre-school,Duplo,,1998.0,25.0,2.0,/inventories/2865-1,/minifigs/inset-2865-1,25.0,,,,,,Normal,
2866-1,Animal Playground,Pre-school,Duplo,,1998.0,43.0,2.0,/inventories/2866-1,/minifigs/inset-2866-1,,87.0,34.0,,,,Normal,
2879-1,Desert Expedition,Historical,Adventurers,Desert,1998.0,196.0,5.0,/inventories/2879-1,/minifigs/inset-2879-1,20.0,133.0,46.0,5.0,3.0,,Normal,Box
2889-1,Treasure Cart,Historical,Castle,Crusaders,1998.0,23.0,1.0,,/minifigs/inset-2889-1,,26.0,10.0,,,,Normal,Box
2890-1,Stone Bomber,Historical,Castle,Black Knights,1998.0,22.0,1.0,/inventories/2890-1,/minifigs/inset-2890-1,,46.0,,5.0,1.0,,Normal,Polybag
2891-1,Wizard Trader,Historical,Castle,Dragon Knights,1998.0,17.0,1.0,,/minifigs/inset-2891-1,,46.0,,3.0,2.0,,Normal,Box
2892-1,Thunder Arrow Boat,Historical,Castle,Royal Knights,1998.0,21.0,1.0,/inventories/2892-1,/minifigs/inset-2892-1,,46.0,,,,,Normal,Polybag
2895-1,Rooster on Wheels,Pre-school,Duplo,,1998.0,19.0,0.0,/inventories/2895-1,,,,,,,,Normal,Box
2898-1,Flower,Pre-school,Primo,,1998.0,,0.0,,,,,,,,,Normal,
2907-1,"Play Desk Set, Blue",Basic,Freestyle,,1998.0,303.0,2.0,/inventories/2907-1,/minifigs/inset-2907-1,,,,5.0,1.0,,Normal,
2922-1,Dinosaur Blocks,Pre-school,Duplo,,1998.0,28.0,0.0,/inventories/2922-1,,,,,,,,Normal,
2962-1,Res-Q Lifeguard,Modern day,Town,Res-Q,1998.0,70.0,2.0,/inventories/2962-1,/minifigs/inset-2962-1,6.75,18.0,10.0,4.5,2.0,,Normal,Box
2963-1,Extreme Team Racer,Modern day,Town,Extreme Team,1998.0,84.0,1.0,/inventories/2963-1,/minifigs/inset-2963-1,6.0,12.0,5.0,4.6,10.0,,Normal,Box
2964-1,Space Spider,Action/Adventure,Space,Insectoids,1998.0,46.0,1.0,/inventories/2964-1,/minifigs/inset-2964-1,6.0,45.0,18.0,,,,Normal,Box
2965-1,Hornet Scout,Action/Adventure,Space,Insectoids,1998.0,73.0,2.0,/inventories/2965-1,/minifigs/inset-2965-1,8.0,19.0,12.0,5.0,3.0,,Normal,Box
2995-1,Adventurers Car,Historical,Adventurers,Desert,1998.0,70.0,2.0,/inventories/2995-1,/minifigs/inset-2995-1,,60.0,35.0,4.6,5.0,,Normal,Box
2996-1,Adventurers Tomb,Historical,Adventurers,Desert,1998.0,81.0,2.0,/inventories/2996-1,/minifigs/inset-2996-1,8.0,80.0,45.0,3.5,4.0,,Normal,Box
2997-1,Duplo Bucket,Pre-school,Duplo,,1998.0,40.0,1.0,/inventories/2997-1,/minifigs/inset-2997-1,8.0,,14.0,,,,Normal,
2998-1,Stena Line Ferry,Miscellaneous,Promotional,Ferries,1998.0,197.0,1.0,/inventories/2998-1,/minifigs/inset-2998-1,,91.0,73.0,5.0,1.0,,Normal,Box
3012-1,Space Hover,Action/Adventure,Space,UFO,1998.0,20.0,1.0,/inventories/3012-1,/minifigs/inset-3012-1,,,4.0,,,,Normal,Box
3013-1,Space Jet,Action/Adventure,Space,Spyrius,1998.0,23.0,1.0,/inventories/3013-1,/minifigs/inset-3013-1,,,8.0,,,,Normal,Box
3014-1,Ice Planet Scooter,Action/Adventure,Space,Ice Planet 2002,1998.0,19.0,1.0,/inventories/3014-1,/minifigs/inset-3014-1,,18.0,11.0,5.0,1.0,,Normal,Box
3015-1,Space Police Car,Action/Adventure,Space,Space Police 2,1998.0,23.0,1.0,/inventories/3015-1,/minifigs/inset-3015-1,,18.0,10.0,4.0,2.0,,Normal,Polybag
3016-1,Master and Heavy Gun,Historical,Castle,Ninja,1998.0,24.0,1.0,/inventories/3016-1,/minifigs/inset-3016-1,,,,5.0,1.0,,Normal,Polybag
3017-1,Ninpo Water Spider,Historical,Castle,Ninja,1998.0,25.0,1.0,/inventories/3017-1,/minifigs/inset-3017-1,2.0,10.0,9.0,5.0,1.0,,Normal,Polybag
3018-1,LEGO Shogun Go!,Historical,Castle,Ninja,1998.0,25.0,1.0,/inventories/3018-1,/minifigs/inset-3018-1,,,,5.0,2.0,,Normal,Polybag
3019-1,Ninpo Big Bat,Historical,Castle,Ninja,1998.0,23.0,1.0,/inventories/3019-1,/minifigs/inset-3019-1,2.0,8.0,3.0,4.0,2.0,,Normal,Polybag
3020-1,Jones' Raft,Historical,Adventurers,Desert,1998.0,18.0,1.0,/inventories/3020-1,/minifigs/inset-3020-1,,16.0,,,,,Normal,Polybag
3021-1,King Farao Third,Historical,Adventurers,Desert,1998.0,17.0,1.0,/inventories/3021-1,/minifigs/inset-3021-1,,16.0,7.0,,,,Normal,Box
3022-1,Harry Caine's Airplane,Historical,Adventurers,Desert,1998.0,23.0,1.0,/inventories/3022-1,/minifigs/inset-3022-1,,16.0,,5.0,1.0,,Normal,Box
3023-1,Sly Boot's Car,Historical,Adventurers,Desert,1998.0,24.0,1.0,/inventories/3023-1,/minifigs/inset-3023-1,,16.0,10.0,4.0,1.0,,Normal,Polybag
3025-1,Limited Edition Silver Brick Bucket,Basic,Basic,,1998.0,601.0,0.0,,,10.0,,35.0,5.0,1.0,,Normal,
3026-1,Limited Edition Silver Brick Tub,Basic,Basic,,1998.0,1201.0,0.0,,,20.0,118.0,50.0,4.5,2.0,,Normal,
3027-1,Limited Edition Silver Freestyle Bucket,Basic,Freestyle,,1998.0,411.0,0.0,,,10.0,,,,,,Normal,
3028-1,Limited Edition Silver Freestyle Tub,Basic,Freestyle,,1998.0,836.0,0.0,/inventories/3028-1,,20.0,,52.0,,,,Normal,
3029-1,Limited Edition Silver Duplo Bucket,Pre-school,Duplo,,1998.0,71.0,1.0,,/minifigs/inset-3029-1,10.0,,45.0,,,,Normal,
3030-1,Limited Edition Tub with Silver Brick,Pre-school,Duplo,,1998.0,141.0,0.0,,,20.0,,,,,,Normal,Tub
3033-1,Special Value Blue Tub,Basic,Basic,,1998.0,1200.0,0.0,/inventories/3033-1,,20.0,53.0,,4.5,4.0,,Normal,Tub
3037-1,Strata Tub,Pre-school,Duplo,,1998.0,140.0,0.0,/inventories/3037-1,,20.0,,,,,,Normal,Tub
3038-1,Super Challenge,Technical,Technic,Competition,1998.0,366.0,2.0,/inventories/3038-1,/minifigs/inset-3038-1,70.0,,,,,,Normal,Box
3040-1,Challenger Set 200,Basic,Basic,,1998.0,153.0,1.0,/inventories/3040-1,/minifigs/inset-3040-1,,,1.0,,,,Normal,
3042-1,Basic Building Set,Basic,Basic,,1998.0,187.0,0.0,/inventories/3042-1,,,,,,,,Normal,Box
3047-1,Halloween Bucket,Basic,Freestyle,,1998.0,251.0,1.0,,/minifigs/inset-3047-1,10.0,,,,,,Normal,Bucket
3054-1,Motorcycle,Technical,Technic,,1998.0,30.0,0.0,,,,7.0,6.0,3.0,1.0,,Normal,Box
3055-1,Adventurers Car,Historical,Adventurers,Desert,1998.0,21.0,1.0,/inventories/3055-1,/minifigs/inset-3055-1,,13.0,5.0,4.3,3.0,,Normal,Box
3056-1,Go-Kart,Modern day,Town,Racing,1998.0,23.0,1.0,/inventories/3056-1,/minifigs/inset-3056-1,,7.0,3.0,4.0,3.0,,Normal,Box
3078-1,Car,Basic,Basic,,1998.0,17.0,0.0,/inventories/3078-1,,,6.0,1.0,5.0,1.0,,Normal,
3079-1,Duck,Basic,Basic,,1998.0,14.0,0.0,/inventories/3079-1,,,7.0,,,,,Normal,
3080-1,Plane,Basic,Basic,,1998.0,16.0,0.0,/inventories/3080-1,,,6.0,,,,,Normal,
3081-1,Helicopter,Basic,Basic,,1998.0,16.0,0.0,/inventories/3081-1,,,6.0,5.0,,,,Normal,
3100-1,Sporty SCALA Girl,Girls,Scala,,1998.0,14.0,0.0,,,,8.0,,,,,Normal,
3101-1,Dressing Up,Girls,Scala,,1998.0,11.0,0.0,,,,5.0,,,,,Normal,
3102-1,Leisure Wear for Christian,Girls,Scala,,1998.0,11.0,0.0,,,,5.0,,,,,Normal,
3103-1,Christian in Blue Blazer,Girls,Scala,,1998.0,9.0,1.0,,/minifigs/inset-3103-1,7.75,22.0,15.0,,,,Normal,
3104-1,Ashley,Girls,Scala,,1998.0,7.0,1.0,,/minifigs/inset-3104-1,7.75,20.0,22.0,,,,Normal,
3105-1,Emma in Flower Dress,Girls,Scala,,1998.0,8.0,1.0,,/minifigs/inset-3105-1,,,,,,,Normal,
3106-1,Marie in Rainbow Skirt,Girls,Scala,,1998.0,10.0,1.0,,/minifigs/inset-3106-1,,24.0,,,,,Normal,
3107-1,Andrea in Sun Dress,Girls,Scala,,1998.0,8.0,1.0,,/minifigs/inset-3107-1,,27.0,,,,,Normal,
3108-1,Birthday Accessories,Girls,Scala,,1998.0,25.0,0.0,/inventories/3108-1,,4.5,37.0,13.0,,,,Normal,
3110-1,Four Animal Friends,Girls,Scala,,1998.0,16.0,0.0,/inventories/3110-1,,7.0,22.0,,,,,Normal,
3112-1,Baby's Nursery,Girls,Scala,,1998.0,32.0,1.0,/inventories/3112-1,/minifigs/inset-3112-1,,39.0,,,,,Normal,
3114-1,My Place,Girls,Scala,,1998.0,49.0,0.0,/inventories/3114-1,,,,,,,,Normal,
3115-1,Kitchen,Girls,Scala,,1998.0,41.0,0.0,/inventories/3115-1,,13.75,27.0,18.0,,,,Normal,
3116-1,Cool Ice Cream Café,Girls,Scala,,1998.0,65.0,1.0,/inventories/3116-1,/minifigs/inset-3116-1,,46.0,,,,,Normal,
3117-1,SCALA Flashy Pool,Girls,Scala,,1998.0,83.0,2.0,/inventories/3117-1,/minifigs/inset-3117-1,38.0,,92.0,,,,Normal,
3118-1,Fun Fashion Boutique,Girls,Scala,,1998.0,116.0,1.0,/inventories/3118-1,/minifigs/inset-3118-1,54.0,,102.0,,,,Normal,
3119-1,Sunshine Home,Girls,Scala,,1998.0,168.0,3.0,/inventories/3119-1,/minifigs/inset-3119-1,96.0,269.0,79.0,,,,Normal,
3120-1,Additional Room,Girls,Scala,,1998.0,1.0,0.0,,,,45.0,,,,,Normal,
3204-1,Auntie Jane and Cousin Sophie,Girls,Scala,,1998.0,27.0,2.0,/inventories/3204-1,/minifigs/inset-3204-1,,34.0,,,,,Normal,
3205-1,Julie's Picnic Lunch,Girls,Scala,,1998.0,26.0,1.0,/inventories/3205-1,/minifigs/inset-3205-1,,79.0,,,,,Normal,
3206-1,Ashley's Snack Time,Girls,Scala,,1998.0,18.0,1.0,/inventories/3206-1,/minifigs/inset-3206-1,,33.0,,,,,Normal,
3210-1,Party Dress and Accessories,Girls,Scala,,1998.0,22.0,0.0,/inventories/3210-1,,,16.0,,,,,Normal,
3211-1,Accessories for Anna,Girls,Scala,,1998.0,21.0,0.0,/inventories/3211-1,,,17.0,,,,,Normal,
3220-1,My Dad,Girls,Scala,,1998.0,16.0,1.0,/inventories/3220-1,/minifigs/inset-3220-1,,40.0,,,,,Normal,
3225-1,Classic Train,Modern day,Trains,9V,1998.0,281.0,3.0,/inventories/3225-1,/minifigs/inset-3225-1,66.0,257.0,170.0,3.7,3.0,,Normal,Box
3226-1,Cars and Planes Set,Basic,Freestyle,,1998.0,311.0,2.0,/inventories/3226-1,/minifigs/inset-3226-1,,,,,,,Normal,
3244-1,Boutique,Girls,Scala,,1998.0,,0.0,,,,,,,,,Normal,
3245-1,Ice Cream Parlour,Girls,Scala,,1998.0,,0.0,,,,,,,,,Normal,
3260-1,Swimming Pool,Girls,Scala,,1998.0,,0.0,,,,,,,,,Normal,
3302-1,Field Bases,Modern day,Town,Football,1998.0,2.0,0.0,,,,35.0,21.0,4.0,4.0,,Normal,Other
3303-1,Goals and Linesmen,Modern day,Town,Football,1998.0,63.0,3.0,/inventories/3303-1,/minifigs/inset-3303-1,,25.0,16.0,4.0,1.0,,Normal,Box
3304-1,Dutch Footballer,Modern day,Town,Football,1998.0,4.0,1.0,/inventories/3304-1,/minifigs/inset-3304-1,,4.0,1.0,3.0,1.0,,Normal,Polybag
3305-1,World Team / Scottish Footballer,Modern day,Town,Football,1998.0,4.0,1.0,/inventories/3305-1,/minifigs/inset-3305-1,,4.0,1.0,4.0,4.0,,Normal,Polybag
